user_id,item_id,rating,timestamp,category
617,269,3,1632445481,Home
615,324,2,1621556858,Sports
165,74,1,1625307592,Home
258,329,2,1666629375,Books
611,459,2,1629979877,Sports
196,297,5,1640562267,Sports
843,449,2,1647155277,Toys
725,341,4,1611674511,Books
689,148,1,1668614245,Home
812,15,5,1630527153,Sports
756,456,1,1666036134,Clothing
363,203,3,1627868914,Beauty
697,62,4,1615405439,Books
30,438,1,1614143881,Books
557,280,3,1664852434,Electronics
404,181,5,1659813378,Beauty
111,323,3,1622358943,Electronics
158,29,1,1615345867,Toys
241,57,2,1624956730,Books
50,159,2,1642874432,Home
793,382,3,1637582243,Electronics
472,81,4,1646547369,Sports
138,99,4,1633281358,Sports
925,172,3,1621066326,Home
338,485,1,1655111601,Beauty
562,85,4,1634078434,Toys
47,62,1,1624626341,Books
267,211,3,1623757797,Sports
269,201,5,1672056362,Electronics
108,427,4,1624531238,Toys
765,423,3,1623804833,Clothing
179,271,5,1618595240,Books
388,296,3,1626104539,Beauty
833,334,4,1663348886,Books
374,210,4,1667677981,Beauty
385,62,5,1664123435,Books
126,338,5,1651952696,Electronics
28,424,1,1659269073,Books
198,85,4,1615253512,Toys
950,50,3,1622509451,Sports
214,346,2,1663157687,Beauty
201,155,5,1667433104,Beauty
379,430,4,1669577608,Toys
203,95,3,1632581814,Books
334,27,5,1619829102,Home
527,48,5,1647609065,Sports
538,333,5,1655480876,Electronics
390,73,5,1662901231,Home
871,362,4,1655162241,Beauty
499,356,2,1630908888,Books
34,392,3,1662168725,Clothing
880,106,4,1667100504,Books
808,293,3,1621072306,Books
397,207,2,1638490266,Home
72,434,3,1613006132,Toys
225,440,2,1622475316,Home
375,15,4,1660482171,Sports
723,285,3,1665291938,Sports
527,464,2,1670486477,Sports
645,414,4,1638477679,Electronics
999,199,2,1662613047,Home
881,162,4,1659423421,Clothing
325,330,1,1624467090,Electronics
554,341,2,1660558085,Books
318,418,5,1668791173,Beauty
878,116,3,1639943435,Beauty
397,380,1,1653868805,Beauty
312,10,5,1616622138,Toys
120,360,3,1672179363,Electronics
86,127,2,1650626129,Books
582,239,3,1635645166,Toys
669,329,2,1649486188,Books
622,89,3,1654736709,Sports
475,435,2,1611053612,Toys
3,48,5,1672236949,Sports
524,83,2,1647522594,Toys
653,112,5,1654563072,Electronics
769,396,2,1632178375,Beauty
538,93,2,1611191049,Electronics
998,468,1,1641299032,Sports
398,297,3,1623623558,Sports
515,264,4,1644690376,Books
574,203,5,1655569833,Beauty
66,113,4,1666413051,Sports
463,257,1,1618081892,Clothing
899,393,1,1613429410,Books
537,171,2,1648813416,Clothing
893,325,3,1641589379,Sports
858,263,2,1639984878,Home
789,192,4,1610748720,Books
582,433,3,1641836845,Sports
542,105,3,1643743218,Beauty
949,399,1,1640836207,Sports
110,491,1,1660404987,Beauty
277,244,5,1635917381,Sports
174,367,1,1611545747,Electronics
868,286,2,1656616888,Clothing
555,27,5,1609723892,Home
946,291,2,1634032438,Electronics
124,101,2,1630883580,Toys
593,499,3,1643056048,Clothing
953,85,4,1662719354,Toys
637,293,5,1646088957,Books
261,26,4,1614619589,Toys
548,156,5,1624828809,Sports
63,167,4,1642185293,Home
656,333,1,1614750261,Electronics
819,451,3,1672034880,Books
516,142,1,1661158511,Toys
681,86,4,1662980962,Books
965,27,1,1665712091,Home
39,158,3,1661158417,Home
463,300,5,1668970898,Electronics
605,175,5,1615229833,Home
232,461,4,1622188544,Sports
496,188,2,1625552568,Sports
845,297,2,1626905351,Sports
647,346,3,1613725841,Beauty
210,207,2,1615085064,Home
719,364,2,1626910577,Sports
828,38,3,1629096886,Electronics
811,103,2,1641045791,Beauty
90,362,5,1611388359,Beauty
238,486,1,1638085320,Home
268,334,4,1624413486,Books
977,162,3,1669718549,Clothing
264,498,1,1670370502,Beauty
363,174,5,1619857309,Sports
954,95,3,1668571883,Books
455,438,2,1647360050,Books
489,250,5,1647270873,Beauty
14,95,4,1631579177,Books
514,380,5,1660986904,Beauty
684,138,4,1648379619,Electronics
730,30,4,1631428119,Books
639,237,1,1672398710,Sports
59,148,4,1612013939,Home
324,320,2,1638412284,Clothing
878,157,4,1652409572,Electronics
59,74,3,1664777825,Home
765,251,5,1621859260,Sports
44,414,4,1666743594,Electronics
105,205,5,1665268396,Beauty
918,347,4,1662093588,Clothing
904,491,2,1648532247,Beauty
483,372,5,1634770838,Sports
537,352,2,1626933812,Sports
345,132,5,1631883437,Electronics
499,464,2,1622660917,Sports
533,364,4,1646957178,Sports
500,313,2,1630177645,Electronics
790,483,1,1640336541,Home
843,149,3,1665548357,Clothing
866,133,1,1637850711,Sports
392,208,3,1670169654,Electronics
860,390,3,1656299004,Home
808,153,4,1667487005,Toys
109,488,4,1625627098,Electronics
109,282,4,1666136398,Toys
89,364,1,1620855423,Sports
27,397,4,1662413972,Books
697,262,1,1617759686,Sports
257,94,1,1643041323,Beauty
470,209,5,1622849035,Toys
380,379,2,1658413647,Electronics
480,170,1,1634850138,Clothing
775,167,2,1638084494,Home
801,209,1,1621506324,Toys
951,151,3,1671352782,Books
876,270,2,1667469575,Clothing
894,425,5,1660527698,Electronics
957,177,1,1646524510,Electronics
338,186,4,1616611609,Home
546,239,5,1654623277,Toys
290,24,4,1609843051,Books
856,88,3,1635208307,Books
852,226,3,1655793901,Home
150,331,2,1644660106,Electronics
595,455,3,1639883236,Toys
224,404,4,1622593191,Beauty
934,241,4,1623778371,Clothing
450,377,4,1647549021,Electronics
327,308,1,1669406848,Electronics
532,448,3,1625658463,Toys
886,383,5,1657058101,Books
74,70,2,1618192329,Home
294,283,2,1662653982,Home
428,200,3,1656473454,Toys
225,359,1,1660733852,Sports
875,190,2,1617406387,Beauty
359,434,5,1652395544,Toys
567,363,3,1617173604,Home
655,448,5,1623914860,Toys
819,250,4,1642775335,Beauty
922,442,2,1661125149,Toys
213,491,3,1628652798,Beauty
82,139,5,1619350310,Beauty
470,176,4,1621140389,Books
862,136,3,1641131124,Home
317,31,3,1617123403,Electronics
307,434,2,1610467042,Toys
529,162,4,1614734027,Clothing
534,169,5,1655154176,Electronics
648,423,2,1628171305,Clothing
7,423,3,1654889487,Clothing
94,368,4,1609567452,Beauty
523,244,5,1670949742,Sports
252,241,1,1664652574,Clothing
873,294,3,1652864165,Clothing
73,208,4,1670754178,Electronics
63,309,2,1668413884,Beauty
813,344,2,1642010323,Sports
566,468,4,1643378605,Sports
166,167,1,1648137077,Home
768,492,3,1634545674,Beauty
116,242,4,1616832415,Books
422,132,2,1644850149,Electronics
584,278,1,1651889933,Clothing
734,55,2,1643526128,Clothing
781,207,5,1656439195,Home
722,462,1,1659763888,Clothing
171,124,3,1641832159,Toys
982,239,4,1644639226,Toys
410,380,4,1622201624,Beauty
234,205,1,1644794099,Beauty
370,61,1,1641238175,Beauty
56,389,4,1640967190,Books
395,204,5,1620644872,Home
212,347,5,1653883312,Clothing
948,122,4,1648924639,Clothing
159,338,2,1648167041,Electronics
266,63,5,1648612792,Electronics
55,490,1,1635784004,Toys
300,279,1,1657542413,Beauty
746,221,1,1647956309,Toys
3,439,3,1671713149,Home
445,47,1,1670980575,Electronics
214,123,3,1649049695,Sports
451,179,5,1665180171,Home
889,248,2,1631855305,Toys
539,254,1,1668506148,Clothing
409,281,3,1653561356,Beauty
904,54,1,1666782955,Electronics
201,475,5,1666219474,Beauty
963,385,4,1668626060,Sports
9,454,2,1659115808,Electronics
599,20,1,1653481354,Clothing
604,454,5,1653278181,Electronics
654,481,3,1613845528,Sports
755,47,4,1641734765,Electronics
515,117,1,1648310025,Beauty
118,418,1,1616469916,Beauty
985,200,5,1651453471,Toys
39,8,5,1631696215,Home
228,261,4,1619991876,Electronics
856,122,4,1661882984,Clothing
734,374,4,1619407663,Toys
668,172,2,1665224693,Home
451,498,3,1642779296,Beauty
583,371,4,1632182288,Beauty
448,107,2,1663241044,Clothing
281,446,2,1659587600,Books
739,261,3,1652752224,Electronics
32,31,5,1629253258,Electronics
874,255,3,1641815799,Electronics
311,356,5,1653537184,Books
672,221,1,1637195501,Toys
885,496,3,1649349399,Home
505,442,2,1641050440,Toys
127,254,2,1652753003,Clothing
911,191,1,1667134180,Home
199,425,3,1623301186,Electronics
295,480,4,1643878929,Books
826,320,5,1635021325,Clothing
753,391,2,1620615464,Toys
613,293,5,1622304177,Books
930,43,2,1653569908,Sports
381,280,1,1626783994,Electronics
985,439,1,1622083858,Home
104,358,1,1630828531,Sports
680,239,3,1656303507,Toys
393,199,1,1638695160,Home
930,281,1,1658379448,Beauty
268,204,4,1670786011,Home
794,283,1,1658170657,Home
264,117,4,1639721002,Beauty
569,152,1,1639375601,Electronics
349,67,1,1648460965,Sports
122,499,3,1670180196,Clothing
29,253,2,1643816200,Sports
349,222,2,1628538368,Electronics
321,321,2,1623071537,Toys
446,255,2,1631030504,Electronics
796,20,4,1617270014,Clothing
945,496,2,1665611086,Home
338,448,4,1627886932,Toys
915,51,2,1611688428,Books
247,388,2,1652299193,Sports
443,29,1,1649826854,Toys
153,169,4,1666595254,Electronics
204,50,1,1651751461,Sports
411,247,4,1654198710,Electronics
854,223,3,1669689330,Home
793,302,2,1615140245,Beauty
326,343,4,1611225447,Books
449,175,4,1613516486,Home
598,28,5,1622531075,Home
748,341,1,1618491624,Books
494,227,5,1630964133,Clothing
829,494,4,1637203835,Home
992,271,2,1631260264,Books
442,79,3,1613141814,Sports
194,6,2,1656964336,Books
626,281,2,1612260456,Beauty
147,24,3,1623876426,Books
87,378,2,1666017839,Books
667,109,3,1662345526,Home
713,208,1,1656761708,Electronics
14,282,2,1639142475,Toys
383,388,5,1668151859,Sports
716,74,1,1647658622,Home
484,228,4,1629352017,Electronics
277,49,4,1619605647,Home
506,96,4,1669162144,Electronics
123,72,1,1659443589,Clothing
291,329,2,1638917460,Books
28,36,4,1670830831,Sports
200,328,1,1622928537,Books
996,189,5,1660988669,Sports
505,390,5,1650873139,Home
87,242,2,1651631160,Books
304,421,2,1663061738,Beauty
509,181,1,1660877458,Beauty
257,287,2,1628068625,Electronics
923,403,1,1666294489,Sports
101,498,3,1616262574,Beauty
826,303,2,1640820651,Books
202,29,1,1662412097,Toys
948,69,5,1649841243,Beauty
958,107,4,1624425748,Clothing
289,386,1,1636711619,Electronics
678,441,1,1639112251,Home
329,23,4,1615448013,Toys
366,171,1,1628284782,Clothing
176,27,1,1640114219,Home
216,7,3,1665963758,Toys
240,107,5,1610123566,Clothing
624,159,2,1619449758,Home
447,446,1,1625324632,Books
12,298,1,1646302065,Books
673,309,5,1659264895,Beauty
521,429,2,1643143849,Books
353,209,3,1667240830,Toys
133,147,4,1641472342,Electronics
184,285,4,1668050690,Sports
986,411,2,1652609474,Clothing
904,166,2,1662756880,Books
471,325,5,1610161219,Sports
760,348,4,1625705282,Clothing
642,450,4,1628147437,Beauty
968,276,5,1629240581,Books
332,23,4,1671976681,Toys
298,324,1,1612376830,Sports
485,270,5,1670200641,Clothing
33,214,3,1649978633,Electronics
536,106,4,1659442383,Books
839,267,3,1649080166,Sports
921,104,3,1638661655,Clothing
527,425,4,1641385232,Electronics
187,242,4,1630655473,Books
750,101,5,1650720616,Toys
200,333,3,1645070815,Electronics
91,463,3,1655002511,Books
837,17,4,1614601538,Sports
160,297,1,1617961814,Sports
148,164,5,1629848191,Sports
685,162,3,1659486513,Clothing
460,464,4,1657045142,Sports
550,490,1,1643083244,Toys
204,240,1,1626637707,Home
510,415,1,1620258915,Toys
768,274,4,1624476788,Sports
801,88,1,1638465270,Books
830,89,3,1614567789,Sports
105,346,4,1657454432,Beauty
324,456,5,1661153337,Clothing
98,169,4,1629339345,Electronics
514,315,4,1643472871,Home
873,137,5,1610463733,Beauty
416,174,2,1626465446,Sports
594,223,4,1627993157,Home
539,485,4,1651765378,Beauty
411,354,1,1630536299,Sports
425,456,2,1658439063,Clothing
627,171,2,1622308508,Clothing
355,167,3,1632136770,Home
507,327,2,1643151853,Home
603,428,4,1654093040,Home
411,133,4,1609484146,Sports
95,6,1,1661592507,Books
842,466,1,1623136448,Sports
95,311,4,1662923576,Toys
912,312,3,1660786424,Beauty
853,449,3,1635820719,Toys
705,347,3,1645855780,Clothing
456,278,1,1648960442,Clothing
494,351,3,1614645536,Beauty
280,468,4,1619794531,Sports
968,434,4,1638806445,Toys
957,196,1,1633454486,Toys
378,116,5,1657856608,Beauty
791,67,4,1645163171,Sports
617,202,4,1667163224,Electronics
100,232,2,1665992848,Sports
864,347,2,1627022490,Clothing
415,188,2,1647354731,Sports
903,380,5,1663270536,Beauty
352,197,5,1611060836,Books
659,474,5,1651549994,Books
941,70,4,1644485321,Home
926,254,4,1642891417,Clothing
165,389,2,1637601320,Books
230,384,4,1621660703,Toys
678,61,2,1651395373,Beauty
861,207,2,1617086385,Home
826,248,1,1649752611,Toys
416,10,1,1641607208,Toys
455,215,4,1667569559,Sports
27,412,3,1612855271,Beauty
607,479,2,1668381432,Beauty
298,70,5,1638005746,Home
544,91,4,1646369789,Home
561,428,5,1658438191,Home
795,202,5,1670950260,Electronics
525,281,5,1612194355,Beauty
964,388,1,1612897225,Sports
999,14,3,1663029024,Sports
357,494,5,1613993128,Home
535,494,3,1624834912,Home
614,45,4,1649739282,Clothing
282,141,4,1634735880,Toys
422,435,1,1611090166,Toys
719,402,5,1640198601,Sports
956,430,2,1641735267,Toys
483,241,4,1638003749,Clothing
960,411,5,1634478603,Clothing
387,47,2,1629950081,Electronics
717,423,2,1643090709,Clothing
755,240,1,1625307035,Home
528,278,3,1663746454,Clothing
867,254,3,1639319545,Clothing
340,387,2,1636525196,Home
428,399,5,1637992176,Sports
429,354,3,1613308388,Sports
662,35,1,1648040254,Beauty
200,247,2,1633707545,Electronics
822,457,5,1654939818,Sports
49,404,5,1661534891,Beauty
18,49,5,1642810480,Home
873,334,3,1621745634,Books
65,262,4,1612234317,Sports
165,199,1,1672346663,Home
884,350,2,1642245135,Toys
442,113,5,1614673021,Sports
443,390,1,1633451716,Home
48,336,2,1648188517,Electronics
191,69,3,1618133739,Beauty
871,349,1,1640530270,Toys
962,140,4,1668635594,Electronics
136,123,4,1665735825,Sports
399,309,1,1625931107,Beauty
106,268,5,1651319525,Home
214,251,4,1670092248,Sports
94,232,5,1652694402,Sports
382,153,1,1628600966,Toys
998,57,3,1628663410,Books
201,27,2,1653093292,Home
897,215,5,1670778646,Sports
355,61,5,1655768614,Beauty
616,249,5,1645836893,Home
189,500,2,1640824179,Clothing
781,154,3,1639937603,Books
436,216,1,1653954202,Books
589,26,3,1633947287,Toys
617,89,1,1640768100,Sports
109,405,4,1659267712,Home
1,178,3,1655130817,Beauty
980,466,1,1649789534,Sports
888,77,1,1640193633,Home
614,431,3,1658221821,Clothing
196,90,2,1664871042,Sports
688,24,5,1667176629,Books
469,232,4,1657188535,Sports
105,15,1,1665115727,Sports
850,47,5,1635397014,Electronics
53,449,5,1619024298,Toys
607,39,1,1617604561,Toys
244,311,5,1643647649,Toys
5,315,2,1637695883,Home
789,484,5,1634188950,Clothing
525,287,5,1666718371,Electronics
152,433,1,1657012948,Sports
760,362,3,1623954626,Beauty
887,28,4,1613361258,Home
313,299,2,1644967299,Beauty
199,199,4,1626882405,Home
408,246,5,1627329299,Beauty
424,453,3,1642342509,Beauty
848,283,1,1620895052,Home
724,176,5,1611766939,Books
839,4,2,1669354347,Books
534,33,2,1616380300,Home
467,3,1,1614952415,Clothing
478,307,4,1641073884,Electronics
856,418,1,1653161290,Beauty
476,487,1,1664761172,Sports
361,393,2,1627118034,Books
579,371,2,1629512220,Beauty
47,441,2,1629411038,Home
53,466,5,1626199144,Sports
174,281,4,1617516932,Beauty
7,376,2,1655155807,Electronics
612,111,5,1665271512,Toys
285,284,5,1639551129,Books
242,165,3,1667550109,Sports
1,180,3,1626723029,Electronics
847,408,1,1641553435,Home
3,359,3,1670053826,Sports
609,166,2,1635161260,Books
907,78,5,1670522287,Toys
655,457,5,1668234856,Sports
694,64,2,1627170891,Beauty
289,454,4,1631402316,Electronics
912,47,1,1655814291,Electronics
380,411,5,1614932374,Clothing
427,101,3,1623803424,Toys
551,437,4,1640161804,Books
717,95,1,1610785706,Books
219,41,2,1638867085,Beauty
745,343,3,1612911392,Books
421,238,3,1671494739,Clothing
915,87,4,1632136620,Sports
673,281,3,1628483792,Beauty
474,352,3,1654268057,Sports
226,233,2,1611070791,Electronics
389,188,3,1639247453,Sports
905,410,5,1671375125,Books
597,439,1,1612285413,Home
835,270,3,1636862630,Clothing
189,44,2,1621499278,Books
916,409,5,1622958297,Toys
542,45,3,1666721111,Clothing
814,6,3,1621439445,Books
232,128,1,1613319358,Books
236,99,3,1660120841,Sports
286,350,4,1656115468,Toys
78,343,2,1661438422,Books
966,479,5,1617622849,Beauty
799,482,2,1626229250,Clothing
687,362,3,1646154491,Beauty
101,5,5,1662287976,Sports
569,252,3,1670592734,Home
384,320,4,1610245563,Clothing
653,146,1,1635504912,Beauty
492,416,3,1611930740,Home
132,149,2,1651673238,Clothing
175,232,3,1625023083,Sports
866,125,1,1637207419,Sports
892,349,2,1635801777,Toys
740,398,4,1658665167,Home
970,81,2,1662832037,Sports
630,19,4,1641993938,Home
345,31,4,1653004013,Electronics
632,351,3,1669723333,Beauty
211,375,3,1627255827,Toys
856,35,5,1636561789,Beauty
86,124,3,1665418274,Toys
525,125,4,1639783501,Sports
960,327,2,1619863368,Home
147,443,2,1666857089,Sports
478,446,1,1658784625,Books
436,420,3,1650867671,Books
977,476,4,1632717489,Home
412,445,5,1652729460,Clothing
776,408,4,1660846599,Home
490,116,3,1611886339,Beauty
992,457,5,1629770503,Sports
621,128,1,1649705451,Books
612,177,1,1637667337,Electronics
395,459,1,1630218731,Sports
488,495,5,1622813717,Electronics
413,350,2,1612794012,Toys
158,312,2,1653906338,Beauty
15,7,4,1615103517,Toys
823,95,2,1620717465,Books
929,15,3,1656568326,Sports
683,57,3,1636990946,Books
20,483,5,1648493455,Home
159,29,2,1646676216,Toys
102,449,3,1648311078,Toys
869,169,4,1611833912,Electronics
285,40,2,1670353401,Clothing
661,491,4,1641484181,Beauty
782,151,3,1644379664,Books
339,57,5,1668577111,Books
200,478,1,1629443418,Books
42,147,3,1622094735,Electronics
68,365,4,1617006194,Books
503,262,3,1614610874,Sports
152,220,2,1655396036,Home
882,363,1,1657625483,Home
860,384,1,1618924784,Toys
288,409,1,1654953531,Toys
604,222,2,1653861468,Electronics
748,30,4,1628395313,Books
426,166,3,1620491117,Books
767,46,4,1656193959,Toys
327,68,2,1635810924,Electronics
6,194,1,1617930034,Beauty
301,151,2,1652823594,Books
594,142,2,1649576372,Toys
532,134,4,1628137221,Electronics
144,413,2,1651263898,Electronics
130,287,4,1657884327,Electronics
247,330,1,1666518514,Electronics
777,343,3,1670217174,Books
418,444,5,1658913171,Toys
941,303,2,1669699194,Books
345,399,2,1667143193,Sports
525,257,3,1668314660,Clothing
201,153,3,1668379865,Toys
706,226,2,1643024276,Home
289,434,1,1652594085,Toys
921,341,2,1623659764,Books
654,393,2,1660316661,Books
696,250,2,1629242627,Beauty
827,390,1,1616310162,Home
754,215,3,1637132039,Sports
24,228,2,1650331453,Electronics
51,250,5,1638065540,Beauty
926,498,3,1663723735,Beauty
476,188,5,1664804728,Sports
363,492,1,1638028490,Beauty
567,385,4,1643987548,Sports
296,132,3,1654953088,Electronics
724,114,1,1670780639,Clothing
173,178,4,1654573320,Beauty
626,233,4,1669510051,Electronics
362,352,4,1620847133,Sports
912,470,3,1667168870,Books
162,102,2,1625088155,Electronics
296,314,3,1663803059,Sports
494,157,2,1622866782,Electronics
571,45,2,1666475188,Clothing
91,175,2,1639816093,Home
981,456,2,1637034339,Clothing
511,87,1,1617970785,Sports
203,99,4,1621020833,Sports
422,170,4,1635454686,Clothing
944,428,4,1670029539,Home
927,492,2,1649025039,Beauty
256,123,4,1655596027,Sports
825,221,5,1646679789,Toys
130,314,4,1667873182,Sports
709,104,3,1636696759,Clothing
441,292,4,1627146204,Toys
416,444,1,1638969227,Toys
46,70,3,1663578504,Home
564,285,2,1633391496,Sports
57,436,3,1669423333,Toys
882,74,5,1633269416,Home
678,108,5,1655474063,Electronics
136,91,3,1665041857,Home
910,125,4,1628241001,Sports
11,300,2,1651895020,Electronics
718,286,2,1637505491,Clothing
467,473,2,1653827287,Home
591,280,5,1671691098,Electronics
391,211,3,1622049066,Sports
302,389,3,1639620953,Books
791,301,4,1656067482,Books
336,346,3,1611127144,Beauty
956,70,3,1640919500,Home
191,191,1,1663298988,Home
686,57,4,1631402559,Books
311,191,4,1625374822,Home
586,28,2,1626724710,Home
876,138,4,1641183405,Electronics
337,297,1,1631208639,Sports
124,92,1,1626481835,Electronics
204,129,4,1657965675,Toys
928,292,4,1612242540,Toys
366,189,4,1613744280,Sports
831,207,5,1667572118,Home
582,365,5,1644960468,Books
516,24,1,1621407293,Books
151,167,5,1662940599,Home
551,210,5,1636121209,Beauty
583,267,5,1611420106,Sports
529,193,2,1651514140,Beauty
944,367,4,1612802888,Electronics
826,136,2,1625201074,Home
735,60,5,1647638274,Toys
434,460,4,1671001716,Toys
217,337,3,1623255634,Clothing
715,167,2,1617648204,Home
183,294,4,1625507164,Clothing
537,89,1,1626739713,Sports
517,227,4,1620246166,Clothing
690,221,4,1649405991,Toys
519,35,4,1666107464,Beauty
339,361,4,1643370166,Books
811,179,2,1644333536,Home
817,117,3,1620994997,Beauty
880,347,3,1625455209,Clothing
683,255,3,1657552225,Electronics
604,24,4,1635373079,Books
813,136,5,1665558057,Home
89,220,2,1621571554,Home
76,21,5,1626515612,Home
143,445,2,1618334661,Clothing
388,198,4,1620014159,Books
299,390,1,1637221401,Home
164,62,3,1623507882,Books
29,394,2,1627350343,Toys
564,428,4,1666698904,Home
158,102,2,1624881638,Electronics
666,398,5,1630617208,Home
222,110,5,1638050543,Sports
454,469,1,1618129583,Home
142,387,3,1637164106,Home
431,315,4,1632124989,Home
824,448,4,1662365991,Toys
723,75,3,1644632771,Beauty
505,35,4,1638996064,Beauty
466,340,5,1628305349,Clothing
373,61,1,1609622001,Beauty
269,332,1,1660322234,Clothing
947,25,4,1631575603,Clothing
747,412,4,1630602018,Beauty
673,101,1,1628379540,Toys
352,338,5,1625376457,Electronics
620,1,2,1616943064,Electronics
338,210,1,1610387690,Beauty
503,2,5,1629459819,Electronics
784,305,5,1654368217,Books
662,413,1,1625911549,Electronics
621,21,5,1671377040,Home
182,37,1,1635127972,Clothing
788,120,1,1650816122,Toys
